Nom,Lien Profil,Image,Traits,Tags,Anime Associé,Manga Associé
Rei MIYAMOTO,https://www.anime-planet.com/characters/rei-miyamoto,https://cdn.anime-planet.com/characters/primary/rei-miyamoto-1-190x266.jpg?t=1625968971,"Female, Brown Hair","High School Student, Lancer, Ponytail, Teenager",Highschool of the Dead,Gakuen Mokushiroku: Highschool of the Head
Lust,https://www.anime-planet.com/characters/lust,https://cdn.anime-planet.com/characters/primary/lust-1-190x266.jpg?t=1625965984,"Female, Black Hair","Claw Weapons, Femme Fatale, Gloves, Immortal, Sadistic, Superpowers",Fullmetal Alchemist,Fullmetal Alchemist
Keishin UKAI,https://www.anime-planet.com/characters/keishin-ukai,https://cdn.anime-planet.com/characters/primary/keishin-ukai-1-190x267.jpg?t=1625991400,"Male, Blonde Hair","Adult, Headband, Piercings, Smoker, Team Coach",Haikyuu!!,Haikyuu!!
Jin,https://www.anime-planet.com/characters/jin-samurai-champloo,https://cdn.anime-planet.com/characters/primary/jin-samurai-champloo-1-285x400.webp?t=1671749318,"Male, Black Hair","Adult, Glasses, Photographic Memory, Ponytail, Samurai, Traveler",Samurai Champloo,Samurai Champloo
Catarina CLAES,https://www.anime-planet.com/characters/catarina-claes,https://cdn.anime-planet.com/characters/primary/catarina-claes-1-285x400.webp?t=1680291311,"Female, Brown Hair","Airhead, Big Eater, Earth Powers, Elemental Powers, Fisherman, Gardener, Magic User, Nobility, Person in a Strange World, Sweet Tooth, Tomboy",HameFura: Catarina Nounai Kaigi,Hamefura x Arte
Choji AKIMICHI,https://www.anime-planet.com/characters/choji-akimichi,https://cdn.anime-planet.com/characters/primary/choji-akimichi-1-285x399.webp?t=1725666632,"Male, Brown Hair","Big Eater, Face Markings, Headband, Ninja, Piercings",Boruto: Jump Festa 2016 Special,Boruto
Hidan,https://www.anime-planet.com/characters/hidan,https://cdn.anime-planet.com/characters/primary/hidan-1-130x180.jpg?t=1625965467,"Male, Grey Hair","Adult, Hot-Headed, Masochistic, Ninja, Sadistic, Scythe Wielder",Naruto Shippuden,Naruto
Youhei SUNOHARA,https://www.anime-planet.com/characters/youhei-sunohara,https://cdn.anime-planet.com/characters/primary/youhei-sunohara-1-190x266.jpg?t=1625965421,"Male, Blonde Hair","Airhead, Delinquent, Flirt, Hyperactive",Clannad,Clannad
Mayoi HACHIKUJI,https://www.anime-planet.com/characters/mayoi-hachikuji,https://cdn.anime-planet.com/characters/primary/mayoi-hachikuji-1-190x267.jpg?t=1625965330,"Female, Black Hair","Bandages, Elementary School Student, Hair Ribbons, Headband, Mischievous, Pigtails, Snaggletooth",Bakemonogatari,Bakemonogatari: Monster Tale (Light Novel)
Kagami HIIRAGI,https://www.anime-planet.com/characters/kagami-hiiragi,https://cdn.anime-planet.com/characters/primary/kagami-hiiragi-1-190x266.jpg?t=1625965399,"Female, Purple Hair","Class Representative, Hair Ribbons, High School Student, Pigtails, Shrine Maiden, Teenager, Tsundere, Twin, Video Gamer",Kannagi,Lucky Star
Ein,https://www.anime-planet.com/characters/ein,https://cdn.anime-planet.com/characters/primary/ein-1-190x266.jpg?t=1625965258,"Male, Multicolored Hair","Animal, Dog",Cowboy Bebop,Cowboy Bebop
Anko MITARASHI,https://www.anime-planet.com/characters/anko-mitarashi,https://cdn.anime-planet.com/characters/primary/anko-mitarashi-1-285x399.webp?t=1725333203,"Female, Black Hair","Adult, Beastmaster, Elemental Powers, Fire Powers, Headband, Ninja, Tomboy",Boruto: Naruto Next Generations,Naruto
Hestia,https://www.anime-planet.com/characters/hestia,https://cdn.anime-planet.com/characters/primary/hestia-1-190x266.jpg?t=1625993537,"Female, Black Hair","Big Eater, Deity, Gloves, Hair Ribbons, Part Time Employee, Pigtails, Poor",Is It Wrong to Try to Pick Up Girls in a Dungeon?,Is it Wrong to Try to Pick Up Girls in a Dungeon?
Dio BRANDO,https://www.anime-planet.com/characters/dio-brando,https://cdn.anime-planet.com/characters/primary/dio-brando-1-190x266.jpg?t=1625971430,"Male, Blonde Hair","Big Ego, Birthmark / Mole, Charismatic, Manipulative, Muscular, Ruthless, Selfish, Vampire",JoJo's Bizarre Adventure,Jojo's Bizarre Adventure: Over Heaven (Light Novel)
Tatsumi,https://www.anime-planet.com/characters/tatsumi-akame-ga-kill,https://cdn.anime-planet.com/characters/primary/tatsumi-akame-ga-kill-1-262x367.webp?t=1651297928,"Male, Brown Hair","Assassin, Hair Antenna, Sword Fighter",Akame ga Kill!,Akame ga Kill!
Tohru,https://www.anime-planet.com/characters/tohru-miss-kobayashis-dragon-maid,https://cdn.anime-planet.com/characters/primary/tohru-miss-kobayashis-dragon-maid-1-190x267.jpg?t=1626005457,"Female, Multicolored Hair","Dragon, Exotic Eyes, Headband, Horns, Human Guise, Invisibility Powers, Lesbian, LGBT+, Magic User, Maid, Pigtails, Rosy Cheeks, Shapeshifter, Snaggletooth, Tail, Wings",Miss Kobayashi's Dragon Maid,Miss Kobayashi's Dragon Maid
Rena RYUUGUU,https://www.anime-planet.com/characters/rena-ryuuguu,https://cdn.anime-planet.com/characters/primary/rena-ryuuguu-1-190x266.jpg?t=1625966243,"Female, Brown Hair","High School Student, Teenager, Verbal Tic",Higurashi no Naku Koro ni Kaku Outbreak,Higurashi no Naku Koro ni Gou Comic Anthology
Kuroneko,https://www.anime-planet.com/characters/ruri-gokou,https://cdn.anime-planet.com/characters/primary/ruri-gokou-1-130x180.jpg?t=1625970322,"Female, Black Hair","Artist, Birthmark / Mole, Cosplayer, Gothic Lolita, Otaku, Rosy Cheeks, Teenager",ClariS: Nexus,Oreimo
Shinji IKARI,https://www.anime-planet.com/characters/shinji-ikari,https://cdn.anime-planet.com/characters/primary/shinji-ikari-1-190x266.jpg?t=1625966260,"Male, Brown Hair","Mecha Pilot, Middle School Student, Shy, Teenager, Transfer Student",Evangelion: 1.0 You Are (Not) Alone,Neon Genesis Evangelion
Leone,https://www.anime-planet.com/characters/leone,https://cdn.anime-planet.com/characters/primary/leone-1-190x285.jpg?t=1625991588,"Female, Blonde Hair","Assassin, Heavy Drinker, Scantily-clad, Scarf",Akame ga Kill!,Akame ga Kill!
Eiji OKUMURA,https://www.anime-planet.com/characters/eiji-okumura,https://cdn.anime-planet.com/characters/primary/eiji-okumura-1-190x266.jpg?t=1625994835,"Male, Black Hair","Foreigner, Photographer, Reporter, University Student",Banana Fish,Banana Fish
Manjiro SANO,https://www.anime-planet.com/characters/manjiro-sano,https://cdn.anime-planet.com/characters/primary/manjiro-sano-1-285x399.webp?t=1633833415,Male,"Biker, Charismatic, Delinquent, Martial Artist",ChibiReve,Tokyo Revengers
Accelerator,https://www.anime-planet.com/characters/accelerator,https://cdn.anime-planet.com/characters/primary/accelerator-1-190x266.jpg?t=1625966149,"Male, White Hair","Cannibal, Hot-Headed, Photographic Memory, Psychic Powers, Sadistic, Superpowers, Teenager",A Certain Magical Index,A Certain Everyday Index-san
Yu ISHIGAMI,https://www.anime-planet.com/characters/yu-ishigami,https://cdn.anime-planet.com/characters/primary/yu-ishigami-1-190x266.jpg?t=1626010605,"Male, Black Hair","Blinding Bangs, Headphones, High School Student, Otaku, Student Council, Teenager, Video Gamer, Wealthy",He Wei Dao x Kaguya-sama: Love Is War?,Kaguya-sama: Love Is War
Sango,https://www.anime-planet.com/characters/sango,https://cdn.anime-planet.com/characters/primary/sango-1-190x266.jpg?t=1625965781,"Female, Brown Hair","Oversized Weapon, Scar, Teenager, Traveler, Vengeful, Warrior",InuYasha,3.11 wo Wasurenai Tame ni: Heroes Comeback
Zen WISTERIA,https://www.anime-planet.com/characters/zen-wisteria,https://cdn.anime-planet.com/characters/primary/zen-wisteria-1-285x399.webp?t=1629058557,"Male, White Hair","Royalty, Sword Fighter, Teenager",Snow White with the Red Hair,Snow White with the Red Hair
Whitebeard,https://www.anime-planet.com/characters/whitebeard,https://cdn.anime-planet.com/characters/primary/whitebeard-1-190x267.jpg?t=1625965594,"Male, White Hair","Abnormally Tall, Bandana, Elderly, Facial Hair, Honorable Fighter, Lancer, Magnificent Mustache, Orphan, Oversized Weapon, Pirate, Sailor, Scar, Superpowers",ARASHI: A-RA-SHI : Reborn,One Piece
Chrollo LUCILFER,https://www.anime-planet.com/characters/chrollo-lucilfer,https://cdn.anime-planet.com/characters/primary/chrollo-lucilfer-1-190x266.jpg?t=1625973252,"Male, Black Hair","Adult, Charismatic, Piercings, Superpowers, Tattoo, Thief",Hunter x Hunter,Hunter x Hunter
Nagisa HAZUKI,https://www.anime-planet.com/characters/nagisa-hazuki,https://cdn.anime-planet.com/characters/primary/nagisa-hazuki-1-190x266.jpg?t=1625981503,"Male, Blonde Hair","Athlete, High School Student, Hyperactive, Sweet Tooth, Swimmer, Teenager",Free! Dive to the Future,High Speed!
Van HOHENHEIM,https://www.anime-planet.com/characters/van-hohenheim,https://cdn.anime-planet.com/characters/primary/van-hohenheim-1-190x266.jpg?t=1625965985,"Male, Blonde Hair","Adult, Alchemist, Facial Hair, Glasses, Ponytail",Fullmetal Alchemist,Fullmetal Alchemist
Elizabeth THOMPSON,https://www.anime-planet.com/characters/elizabeth-thompson,https://cdn.anime-planet.com/characters/primary/elizabeth-thompson-1-130x180.jpg?t=1625965741,"Female, Brown Hair","Hat, Shapeshifter, Teenager",Soul Eater,Soul Eater
Kyouko KIRIGIRI,https://www.anime-planet.com/characters/kyouko-kirigiri,https://cdn.anime-planet.com/characters/primary/kyouko-kirigiri-1-190x266.jpg?t=1625981556,"Female, Grey Hair","Analytical, Braids, Hair Ribbons, High School Student, Kuudere, Stoic",Danganronpa 3: The End of Hope's Peak Academy- Despair Arc,Danganronpa Gaiden: Killer Killer
Yuichiro HYAKUYA,https://www.anime-planet.com/characters/yuichiro-hyakuya,https://cdn.anime-planet.com/characters/primary/yuichiro-hyakuya-1-190x267.jpg?t=1625992869,"Male, Black Hair","Military, Orphan, Sword Fighter, Teenager, Vampire Hunter, Vengeful",Seraph of the End,Owari no Seraph: Kyuuketsuki Mikaela no Monogatari (Light Novel)
Kisame HOSHIGAKI,https://www.anime-planet.com/characters/kisame-hoshigaki,https://cdn.anime-planet.com/characters/primary/kisame-hoshigaki-1-285x399.webp?t=1728761579,"Male, Black Hair","Adult, Anti-Gravity Hair, Beastmaster, Elemental Powers, Headband, Ninja, Oversized Weapon, Sharp Teeth, Sword Fighter, Water Powers",Naruto,Naruto
Kurenai YUHI,https://www.anime-planet.com/characters/kurenai-yuhi,https://cdn.anime-planet.com/characters/primary/kurenai-yuhi-1-285x399.webp?t=1725977103,"Female, Black Hair","Adult, Combat Illusionist, Exotic Eyes, Headband, Ninja",Boruto: Naruto Next Generations,Naruto
Shinobu KOCHOU,https://www.anime-planet.com/characters/shinobu-kochou,https://cdn.anime-planet.com/characters/primary/shinobu-kochou-1-190x266.jpg?t=1626010250,"Female, Multicolored Hair","Demon Hunter, Poison User, Sword Fighter, Teenager",Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba
Saya TAKAGI,https://www.anime-planet.com/characters/saya-takagi,https://cdn.anime-planet.com/characters/primary/saya-takagi-1-190x267.jpg?t=1625968971,"Female, Pink Hair","Analytical, Bossy, Glasses, Hair Ribbons, High School Student, Pigtails, Snaggletooth, Teenager, Tsundere, Wealthy",Highschool of the Dead,Gakuen Mokushiroku: Highschool of the Head
Kou MABUCHI,https://www.anime-planet.com/characters/kou-mabuchi,https://cdn.anime-planet.com/characters/primary/kou-mabuchi-1-190x280.jpg?t=1625977717,"Male, Black Hair","Class Representative, High School Student, Teenager",Blue Spring Ride,Ao Haru Ride
Kurumi TOKISAKI,https://www.anime-planet.com/characters/kurumi-tokisaki,https://cdn.anime-planet.com/characters/primary/kurumi-tokisaki-1-190x266.jpg?t=1625981001,"Female, Black Hair","Blinding Bangs, Darkness Powers, Elemental Powers, Gothic Lolita, Gunslinger, Heterochromia, High School Student, Pigtails, Sadistic, Time Manipulator, Transfer Student",Date A Bullet: Dead or Bullet,Date a Live: Encore (Light Novel)
Black Hayate,https://www.anime-planet.com/characters/black-hayate,https://cdn.anime-planet.com/characters/primary/black-hayate-1-190x266.jpg?t=1625966002,"Male, Multicolored Hair","Animal, Dog",Fullmetal Alchemist,Fullmetal Alchemist
Shinoa HIRAGI,https://www.anime-planet.com/characters/shinoa-hiragi,https://cdn.anime-planet.com/characters/primary/shinoa-hiragi-1-190x266.jpg?t=1625992870,"Female, Purple Hair","Braids, Hair Ribbons, Military, Mischievous, Scythe Wielder, Teenager, Vampire Hunter",Seraph of the End,Seraph of the End
Jean HAVOC,https://www.anime-planet.com/characters/jean-havoc,https://cdn.anime-planet.com/characters/primary/jean-havoc-1-190x266.jpg?t=1625965990,"Male, Blonde Hair","Adult, Gunslinger, Military, Smoker",Fullmetal Alchemist,Fullmetal Alchemist
Shiroe,https://www.anime-planet.com/characters/shiroe,https://cdn.anime-planet.com/characters/primary/shiroe-1-190x266.jpg?t=1625989886,"Male, Blue Hair","Adult, Analytical, Cape, Glasses, Hair Antenna, Magic User, Person in a Strange World, University Student, Video Gamer",Log Horizon,Log Horizon
Hawk,https://www.anime-planet.com/characters/hawk-nanatsu-no-taizai,https://cdn.anime-planet.com/characters/primary/hawk-nanatsu-no-taizai-1-190x271.jpg?t=1625992105,Male,"Animal, Big Eater, Piercings, Pig, Rosy Cheeks, Traveler",Gekidan Nanatsu no Taizai,Fairy Tail x The Seven Deadly Sins Christmas Special
Kyoko SAKURA,https://www.anime-planet.com/characters/kyoko-sakura,https://cdn.anime-planet.com/characters/primary/kyoko-sakura-1-190x266.jpg?t=1625972113,"Female, Red Hair","Big Eater, Hair Ribbons, Lancer, Magical Girl, Middle School Student, Orphan, Ponytail, Snaggletooth, Teenager",ClariS: Luminous,Magia Record: Puella Magi Madoka Magica Another Story
Akihiko KAJI,https://www.anime-planet.com/characters/akihiko-kaji,https://cdn.anime-planet.com/characters/primary/akihiko-kaji-1-190x267.jpg?t=1626004975,"Male, Blonde Hair","Adult, Band Member, Bisexual, Drummer, LGBT+, Musician, Part Time Employee, Piercings, Smoker, University Student, Violinist",Given,Given
Nao TOMORI,https://www.anime-planet.com/characters/nao-tomori,https://cdn.anime-planet.com/characters/primary/nao-tomori-1-190x291.jpg?t=1625993800,"Female, White Hair","Cameraman, High School Student, Invisibility Powers, Student Council, Superpowers, Teenager",Charlotte,Charlotte
Tadashi YAMAGUCHI,https://www.anime-planet.com/characters/tadashi-yamaguchi,https://cdn.anime-planet.com/characters/primary/tadashi-yamaguchi-1-190x267.jpg?t=1625991253,"Male, Black Hair","Athlete, Freckles, Hair Antenna, High School Student, Teenager, Volleyball Player",Haikyuu!!,Haikyuu!!
Ayato NAOI,https://www.anime-planet.com/characters/ayato-naoi,https://cdn.anime-planet.com/characters/primary/ayato-naoi-1-285x399.webp?t=1653536818,"Male, Black Hair","Big Ego, God Complex, Hat, Student Council",Angel Beats!,Angel Beats! Heaven's Door
Nana OSAKI,https://www.anime-planet.com/characters/nana-osaki,https://cdn.anime-planet.com/characters/primary/nana-osaki-1-285x399.webp?t=1717025591,"Female, Black Hair","Adult, Band Member, Hot-Headed, Piercings, Singer, Smoker, Tattoo",Nana,Nana
Mine,https://www.anime-planet.com/characters/mine-akame-ga-kill,https://cdn.anime-planet.com/characters/primary/mine-akame-ga-kill-1-190x285.jpg?t=1625991589,"Female, Pink Hair","Assassin, Gunslinger, Pigtails, Tsundere",Akame ga Kill!,Akame ga Kill!
Soifon,https://www.anime-planet.com/characters/soifon,https://cdn.anime-planet.com/characters/primary/soifon-1-285x399.webp?t=1641257971,"Female, Black Hair","Agent of the Afterlife, Assassin, Elemental Powers, Martial Artist, Poison User, Shinigami, Sword Fighter, Tomboy, Wind Powers",Bleach,Bleach
Reiner BRAUN,https://www.anime-planet.com/characters/reiner-braun,https://cdn.anime-planet.com/characters/primary/reiner-braun-1-190x266.jpg?t=1625972795,"Male, Blonde Hair","Military, Muscular, Sword Fighter",20-pun de Oitsukeru: Attack on Titan,Attack on Titan
Lan Fan,https://www.anime-planet.com/characters/lan-fan,https://cdn.anime-planet.com/characters/primary/lan-fan-1-190x266.jpg?t=1625966003,"Female, Black Hair","Explosives Expert, Foreigner, Gloves, Martial Artist, Ninja, Teenager",Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist
Sanae FURUKAWA,https://www.anime-planet.com/characters/sanae-furukawa,https://cdn.anime-planet.com/characters/primary/sanae-furukawa-1-190x266.jpg?t=1625965426,"Female, Brown Hair","Adult, Cook, Hair Antenna, Hair Ribbons, Merchant, Ponytail",Clannad,Clannad
Brock,https://www.anime-planet.com/characters/brock,https://cdn.anime-planet.com/characters/primary/brock-1-190x266.jpg?t=1625966305,"Male, Brown Hair","Closed Eyes, Cook, Dark-skinned, Doctor, Flirt, Monster Tamer, Teenager, Traveler","Arceus, the One Called God",Pocket Monster: Mewtwo! Ware wa Koko ni Ari
Mio NARUSE,https://www.anime-planet.com/characters/mio-naruse,https://cdn.anime-planet.com/characters/primary/mio-naruse-1-190x266.jpg?t=1625981087,"Female, Red Hair","Demon, Elemental Powers, Fire Powers, Gravity Manipulator, Hair Ribbons, High School Student, Hot-Headed, Lightning Powers, Magic User, Orphan, Pigtails, School Idol, Teenager, Tsundere, Water Powers, Wind Powers",The Testament of Sister New Devil,The Testament of Sister New Devil
Yukino YUKINOSHITA,https://www.anime-planet.com/characters/yukino-yukinoshita,https://cdn.anime-planet.com/characters/primary/yukino-yukinoshita-1-190x266.jpg?t=1625980731,"Female, Grey Hair","Club President, Hair Ribbons, High School Student, Teenager, Wealthy",My Teen Romantic Comedy SNAFU,"My 4-koma Youth Romantic Comedy Is Wrong, As I Expected"
Kirara,https://www.anime-planet.com/characters/kirara,https://cdn.anime-planet.com/characters/primary/kirara-1-190x266.jpg?t=1625965855,"Female, Blonde Hair","Animal, Cat, Elemental Powers, Fire Powers, Nekomata, Youkai",InuYasha,3.11 wo Wasurenai Tame ni: Heroes Comeback
Mitsuri KANROJI,https://www.anime-planet.com/characters/mitsuri-kanroji,https://cdn.anime-planet.com/characters/primary/mitsuri-kanroji-1-190x266.jpg?t=1626010556,"Female, Multicolored Hair","Big Eater, Birthmark / Mole, Braids, Demon Hunter, Pigtails, Ponytail, Sword Fighter, Teenager",Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba
Yue,https://www.anime-planet.com/characters/yue,https://cdn.anime-planet.com/characters/primary/yue-1-190x266.jpg?t=1625994321,"Female, Blonde Hair","Earth Powers, Elemental Powers, Fire Powers, Headband, Ice Powers, Immortal, Lightning Powers, Magic User, Royalty, Vampire, Water Powers, Wind Powers",Arifureta: From a Detour to the World's Strongest,Arifureta: From Commonplace to World's Strongest
